order_id,first_name,last_name,email,order_date,order_total,country,product_category
563977,William,Davis,william.davis404@example.com,2024-02-15,367.51,Germany,Sports
376107,Michael,Jones,michael.jones7@example.com,2025-02-17,61.76,United States,Sports
641860,Joshua,Miller,joshua.miller514@example.com,2025-08-02,85.39,Germany,Clothing
928917,Paul,Perez,paul.perez967@example.com,2025-04-14,316.32,United States,Clothing
709080,Jessica,Harris,jessica.harris374@example.com,2022-08-28,207.06,United States,Beauty
911760,Nancy,Thomas,nancy.thomas998@example.com,2024-06-22,193,Australia,Sports
539076,Emily,Martinez,emily.martinez970@example.com,2025-02-18,468.31,United States,Books
203439,Margaret,Miller,margaret.miller410@example.com,2024-08-20,266.39,Canada,Clothing
374333,Emily,Williams,emily.williams255@example.com,2023-11-24,129.61,United States,Home
264345,Michelle,Clark,michelle.clark901@example.com,2024-11-21,122.72,United Kingdom,Electronics
319354,Michelle,Harris,michelle.harris367@example.com,2023-05-08,303.71,United States,Books
990518,Betty,Johnson,betty.johnson535@example.com,2025-08-31,273.28,United States,Clothing
729237,Emily,Clark,emily.clark480@example.com,2023-04-30,152.24,Germany,Electronics
188171,Thomas,Martin,thomas.martin830@example.com,2025-05-18,249.53,Australia,Sports
445026,Sarah,White,sarah.white502@example.com,2023-02-18,339.26,Australia,Sports
138735,Sarah,Harris,sarah.harris603@example.com,2025-06-15,29.53,France,Sports
659949,Robert,Martin,robert.martin318@example.com,2024-01-17,413.21,United States,Home
702893,Donald,Anderson,donald.anderson239@example.com,2025-06-02,198.62,Germany,Electronics
795545,Richard,Harris,richard.harris704@example.com,2023-05-29,20.41,Canada,Sports
667735,Donna,Brown,donna.brown945@example.com,2022-04-15,264.26,Australia,Home
949721,Linda,Thompson,linda.thompson691@example.com,2024-10-14,483.52,United States,Beauty
770173,Sarah,Lewis,sarah.lewis220@example.com,2022-03-06,242.16,Australia,Clothing
944226,Michael,Lewis,michael.lewis702@example.com,2024-10-26,333.52,Canada,Books
575973,Robert,Perez,robert.perez737@example.com,2024-05-19,476.91,United Kingdom,Electronics
506014,Christopher,Taylor,christopher.taylor474@example.com,2023-01-06,123.48,United States,Electronics
224481,John,Rodriguez,john.rodriguez551@example.com,2023-11-11,225.43,United Kingdom,Books
539960,Mark,Robinson,mark.robinson935@example.com,2022-08-15,471.04,United States,Sports
827962,David,Moore,david.moore852@example.com,2022-05-17,281.08,United States,Beauty
980873,Linda,Garcia,linda.garcia870@example.com,2024-10-01,381.49,United Kingdom,Beauty
633611,Lisa,Robinson,lisa.robinson665@example.com,2022-12-04,136.54,France,Beauty
167089,Michelle,Lewis,michelle.lewis415@example.com,2022-02-22,322.71,United States,Books
829482,Daniel,Perez,daniel.perez574@example.com,2023-11-17,439.08,United States,Books
337932,Patricia,Thompson,patricia.thompson814@example.com,2023-07-24,115.11,France,Clothing
230001,Kimberly,Hernandez,kimberly.hernandez378@example.com,2025-03-04,207.74,Canada,Sports
961489,Linda,Wilson,linda.wilson770@example.com,2025-06-28,418.96,United States,Books
988557,Michael,Rodriguez,michael.rodriguez768@example.com,2023-09-18,11.11,United States,Books
384928,John,Sanchez,john.sanchez456@example.com,2024-01-27,211.05,United States,Electronics
153389,Margaret,Martinez,margaret.martinez993@example.com,2022-03-24,227.82,France,Sports
266625,Donna,Wilson,donna.wilson537@example.com,2022-11-27,96.47,United Kingdom,Books
446229,Karen,Jones,karen.jones465@example.com,2023-02-27,373.89,United States,Beauty
845728,Ashley,Jackson,ashley.jackson843@example.com,2025-05-12,83.11,Germany,Electronics
935675,Joshua,Thomas,joshua.thomas707@example.com,2023-02-04,408.1,Canada,Home
389259,Mark,White,mark.white963@example.com,2024-01-21,259.28,Germany,Beauty
836358,Jessica,Perez,jessica.perez496@example.com,2022-05-18,456.03,Germany,Home
296622,Donna,White,donna.white713@example.com,2022-10-20,183.76,Australia,Electronics
934765,Margaret,Thompson,margaret.thompson826@example.com,2024-10-11,235.2,United Kingdom,Clothing
849433,Betty,Smith,betty.smith787@example.com,2025-07-24,62.34,United States,Clothing
834674,Mary,Rodriguez,mary.rodriguez63@example.com,2022-11-20,181.6,France,Electronics
149011,Charles,Brown,charles.brown206@example.com,2022-07-23,210.41,United States,Sports
587428,Daniel,Jones,daniel.jones492@example.com,2022-01-02,224.53,France,Sports
703616,Sandra,Brown,sandra.brown450@example.com,2024-05-30,114.37,France,Electronics
530372,Charles,Garcia,charles.garcia714@example.com,2024-07-28,87.07,Australia,Electronics
820952,Charles,Miller,charles.miller525@example.com,2025-01-26,318.25,Canada,Books
526982,Sandra,Gonzalez,sandra.gonzalez139@example.com,2022-12-10,425.61,Canada,Clothing
874103,Daniel,Martinez,daniel.martinez253@example.com,2022-05-28,204.17,France,Clothing
702463,Robert,Hernandez,robert.hernandez523@example.com,2023-09-25,497.85,United States,Sports
232236,Nancy,Wilson,nancy.wilson56@example.com,2023-08-03,198.14,Canada,Beauty
265229,John,Perez,john.perez210@example.com,2024-06-11,313.97,United States,Electronics
435830,Daniel,Johnson,daniel.johnson680@example.com,2023-01-14,202.51,United States,Home
130945,Michelle,Ramirez,michelle.ramirez483@example.com,2023-04-09,55.86,United States,Books
158115,Margaret,Gonzalez,margaret.gonzalez450@example.com,2024-06-10,208.91,United States,Books
104461,Christopher,Davis,christopher.davis754@example.com,2025-07-24,97.59,United States,Books
219453,Anthony,Jackson,anthony.jackson285@example.com,2023-03-30,174.12,Australia,Beauty
881623,Margaret,Robinson,margaret.robinson76@example.com,2024-08-13,279.57,United States,Beauty
171074,Jessica,Taylor,jessica.taylor33@example.com,2023-11-13,232.01,United States,Clothing
496533,Mark,Ramirez,mark.ramirez572@example.com,2025-08-31,284.44,United States,Home
972581,Lisa,Jones,lisa.jones419@example.com,2022-08-14,164.5,United States,Electronics
870780,Daniel,Perez,daniel.perez375@example.com,2024-10-16,14.12,France,Clothing
753152,Lisa,Johnson,lisa.johnson576@example.com,2024-03-27,270.49,France,Home
403346,Jennifer,Jones,jennifer.jones791@example.com,2023-01-27,178.4,Australia,Beauty
978047,Paul,Jackson,paul.jackson445@example.com,2025-09-05,94.93,France,Beauty
516437,Joshua,Jones,joshua.jones896@example.com,2024-03-28,130.79,Canada,Electronics
501474,Barbara,Hernandez,barbara.hernandez682@example.com,2023-12-10,40.83,United States,Beauty
891978,Mark,Thompson,mark.thompson975@example.com,2024-01-14,47.02,United Kingdom,Sports
646289,Thomas,Jackson,thomas.jackson343@example.com,2023-03-23,42.79,France,Sports
941603,Richard,Rodriguez,richard.rodriguez784@example.com,2023-05-30,405.55,United States,Books
120860,Robert,Martin,robert.martin505@example.com,2024-05-16,346.98,United States,Home
537127,Jennifer,Gonzalez,jennifer.gonzalez284@example.com,2025-10-31,194.59,United States,Books
943613,Margaret,Harris,margaret.harris344@example.com,2023-05-24,84.07,United States,Books
929282,Thomas,Lewis,thomas.lewis900@example.com,2024-07-09,29.17,Australia,Electronics
102528,Michael,Rodriguez,michael.rodriguez541@example.com,2025-11-16,62.99,United Kingdom,Sports
175813,Michelle,Moore,michelle.moore549@example.com,2023-07-13,31.34,Germany,Beauty
790273,Thomas,Davis,thomas.davis459@example.com,2023-09-11,281.36,Germany,Books
862741,Linda,Sanchez,linda.sanchez140@example.com,2024-04-02,262.51,Canada,Beauty
361870,James,White,james.white15@example.com,2024-12-03,427.32,United States,Beauty
945601,Donna,Martin,donna.martin894@example.com,2022-01-25,171.55,Australia,Beauty
143831,Paul,Brown,paul.brown275@example.com,2022-02-02,104.37,United States,Electronics
456428,John,Moore,john.moore859@example.com,2022-08-19,350.49,France,Home
494951,Joseph,Hernandez,joseph.hernandez981@example.com,2025-08-06,263.92,Germany,Sports
949722,Donna,Jackson,donna.jackson39@example.com,2025-07-23,100.35,United States,Clothing
171814,Michael,Wilson,michael.wilson719@example.com,2024-04-29,288.51,Canada,Clothing
767283,Robert,Garcia,robert.garcia935@example.com,2023-08-19,453.8,France,Sports
913463,Thomas,Jones,thomas.jones518@example.com,2022-08-24,83.03,Australia,Books
463558,Andrew,Taylor,andrew.taylor885@example.com,2023-01-25,204.3,United States,Sports
957993,Sarah,Martin,sarah.martin522@example.com,2025-02-20,393.88,United States,Books
859568,Christopher,Martin,christopher.martin77@example.com,2022-12-19,200.51,Germany,Clothing
100511,Jessica,Davis,jessica.davis81@example.com,2023-06-16,375.09,United States,Books
471145,Ashley,Thompson,ashley.thompson924@example.com,2022-09-03,381.92,United States,Sports
991940,Steven,Lee,steven.lee99@example.com,2023-03-09,21.12,France,Beauty
462139,Patricia,Martinez,patricia.martinez241@example.com,2024-10-23,289.21,Australia,Home
780783,Michael,Gonzalez,michael.gonzalez278@example.com,2023-12-22,29.34,United States,Books
840758,Andrew,Lewis,andrew.lewis331@example.com,2023-01-25,399.21,United States,Clothing
988164,Joseph,Smith,joseph.smith484@example.com,2022-10-30,496.68,France,Beauty
612960,Matthew,Rodriguez,matthew.rodriguez97@example.com,2023-01-17,212.48,France,Books
696126,Lisa,Clark,lisa.clark860@example.com,2024-01-14,250.1,United States,Sports
224329,Steven,White,steven.white14@example.com,2025-11-09,168.23,Canada,Beauty
357320,Karen,Lewis,karen.lewis988@example.com,2022-03-16,263.86,United States,Books
955196,Sarah,Clark,sarah.clark145@example.com,2025-10-15,323.14,Canada,Home
692024,Paul,Robinson,paul.robinson523@example.com,2022-09-13,298.86,United States,Beauty
501681,Lisa,Gonzalez,lisa.gonzalez628@example.com,2023-02-06,97.11,Australia,Beauty
534935,Elizabeth,Anderson,elizabeth.anderson447@example.com,2025-11-10,89.98,United States,Beauty
347418,Jennifer,Sanchez,jennifer.sanchez179@example.com,2024-08-20,176.82,France,Electronics
658286,Susan,Martin,susan.martin758@example.com,2025-05-28,354.82,France,Home
765615,Donald,Clark,donald.clark575@example.com,2022-03-09,88.89,France,Clothing
638886,Mary,Williams,mary.williams882@example.com,2024-07-19,253.6,Australia,Electronics
540920,William,Jackson,william.jackson304@example.com,2024-01-14,435.1,United States,Books
505352,Andrew,Martinez,andrew.martinez274@example.com,2024-07-20,119.37,United States,Clothing
391056,Michael,Lewis,michael.lewis860@example.com,2025-08-08,148.12,United States,Electronics
132139,Susan,Garcia,susan.garcia973@example.com,2023-05-04,370.62,United States,Beauty
552128,Margaret,Anderson,margaret.anderson878@example.com,2025-03-19,322.2,France,Sports
770806,Ashley,White,ashley.white264@example.com,2024-08-21,246.21,United Kingdom,Electronics
847037,Michael,Williams,michael.williams678@example.com,2022-05-06,154.68,United Kingdom,Beauty
362482,Jessica,White,jessica.white480@example.com,2025-02-16,94.97,United States,Electronics
773616,Paul,Anderson,paul.anderson481@example.com,2025-12-28,243.08,United Kingdom,Home
775650,Joseph,Miller,joseph.miller888@example.com,2023-08-02,79.81,United States,Beauty
336953,Michelle,Jones,michelle.jones138@example.com,2023-06-25,72.79,France,Sports
600058,Mark,Harris,mark.harris186@example.com,2024-07-22,233.53,United States,Books
455547,Patricia,Garcia,patricia.garcia110@example.com,2025-09-10,404.22,United Kingdom,Home
295770,Jennifer,Brown,jennifer.brown959@example.com,2023-08-01,267.9,Canada,Electronics
338314,Matthew,Miller,matthew.miller544@example.com,2023-04-17,295.39,United States,Beauty
612949,Paul,Clark,paul.clark518@example.com,2023-09-02,96.41,Germany,Books
934479,Charles,Anderson,charles.anderson340@example.com,2025-11-10,316.67,France,Beauty
358562,Lisa,Perez,lisa.perez516@example.com,2025-05-01,162.43,Australia,Electronics
501938,Andrew,Thompson,andrew.thompson976@example.com,2023-05-16,344.41,United States,Home
353070,William,Lee,william.lee655@example.com,2022-04-22,83.6,France,Home
425568,Anthony,Williams,anthony.williams873@example.com,2024-05-09,359.22,Australia,Sports
720812,Charles,Wilson,charles.wilson765@example.com,2024-06-30,325.97,United Kingdom,Electronics
645068,Andrew,Taylor,andrew.taylor807@example.com,2024-06-08,115.47,Canada,Electronics
335746,Andrew,Hernandez,andrew.hernandez634@example.com,2023-08-19,392.33,United States,Beauty
241628,Robert,Brown,robert.brown730@example.com,2025-02-21,174.3,Canada,Clothing
763284,Nancy,Lee,nancy.lee53@example.com,2022-06-28,313.2,Canada,Sports
611092,Andrew,Wilson,andrew.wilson141@example.com,2024-04-01,340.6,Canada,Beauty
497486,Daniel,Martinez,daniel.martinez785@example.com,2025-02-26,472.39,Germany,Books
587342,Andrew,Williams,andrew.williams725@example.com,2024-09-07,281.44,United Kingdom,Clothing
121312,John,Moore,john.moore736@example.com,2025-08-13,70.43,Germany,Electronics
878415,Thomas,Garcia,thomas.garcia517@example.com,2024-04-15,337.22,United Kingdom,Sports
291055,Christopher,Williams,christopher.williams330@example.com,2024-09-27,168.45,United States,Home
710995,John,Jackson,john.jackson717@example.com,2024-03-25,228.2,United Kingdom,Books
943648,James,Perez,james.perez524@example.com,2022-01-17,10.77,United States,Home
639853,Donald,Lewis,donald.lewis188@example.com,2023-07-13,86.75,United States,Books
772252,Charles,Lewis,charles.lewis738@example.com,2025-11-18,298.67,United States,Home
837956,William,Martin,william.martin305@example.com,2024-11-23,107.2,United States,Home
220551,Sandra,Brown,sandra.brown601@example.com,2024-08-09,86.09,United States,Clothing
784232,Susan,Ramirez,susan.ramirez932@example.com,2023-06-09,110.78,France,Home
343284,Margaret,Anderson,margaret.anderson383@example.com,2025-10-15,229.27,Canada,Sports
323006,Thomas,Lewis,thomas.lewis740@example.com,2022-09-24,200.12,Germany,Home
657876,Donald,Hernandez,donald.hernandez50@example.com,2023-02-28,336.15,United States,Books
778487,Donna,Anderson,donna.anderson614@example.com,2022-07-08,135.81,Canada,Sports
178656,Barbara,Ramirez,barbara.ramirez523@example.com,2022-03-03,478.23,Canada,Books
704421,Joshua,Johnson,joshua.johnson493@example.com,2023-06-26,498.26,United States,Books
532330,Joshua,Harris,joshua.harris510@example.com,2025-10-01,143.75,United States,Books
194479,Sandra,Brown,sandra.brown769@example.com,2022-12-15,152.02,United States,Sports
543752,Steven,Perez,steven.perez830@example.com,2023-05-17,393.49,Australia,Clothing
261102,Daniel,Harris,daniel.harris202@example.com,2024-03-03,465.82,Germany,Beauty
489771,Elizabeth,Lewis,elizabeth.lewis372@example.com,2023-10-30,270.69,Australia,Sports
613404,Susan,Hernandez,susan.hernandez747@example.com,2022-01-22,242.53,United Kingdom,Electronics
882361,Patricia,Perez,patricia.perez512@example.com,2022-12-27,266.07,United States,Beauty
411987,Sandra,Clark,sandra.clark396@example.com,2023-07-03,474.17,Canada,Books
175472,Barbara,Perez,barbara.perez388@example.com,2022-06-30,137.55,Australia,Beauty
314548,Betty,Perez,betty.perez955@example.com,2023-04-30,62.59,United Kingdom,Clothing
562838,Nancy,Gonzalez,nancy.gonzalez715@example.com,2023-09-03,135.28,United Kingdom,Electronics
711391,Christopher,Williams,christopher.williams645@example.com,2025-05-24,420.05,United States,Sports
328287,Mary,Johnson,mary.johnson668@example.com,2024-03-17,108.42,United States,Electronics
931040,Patricia,Lopez,patricia.lopez696@example.com,2022-06-08,200.53,United States,Beauty
584778,Patricia,Ramirez,patricia.ramirez308@example.com,2024-10-23,62.97,United States,Books
481624,Richard,Ramirez,richard.ramirez955@example.com,2025-11-09,367.44,Australia,Books
761649,Jessica,Martin,jessica.martin426@example.com,2024-01-18,466.19,Canada,Books
271115,Joshua,Hernandez,joshua.hernandez595@example.com,2025-01-19,202.36,Canada,Books
164161,Nancy,Lopez,nancy.lopez306@example.com,2024-11-24,300.43,Australia,Electronics
597238,Jennifer,Garcia,jennifer.garcia711@example.com,2025-04-18,460.77,United States,Beauty
200767,Christopher,Martinez,christopher.martinez721@example.com,2025-01-29,99.71,Germany,Sports
109925,Patricia,Perez,patricia.perez131@example.com,2025-03-21,131.17,Germany,Electronics
322449,William,Gonzalez,william.gonzalez522@example.com,2025-03-17,105.57,Germany,Sports
120668,David,Williams,david.williams256@example.com,2024-06-08,381.34,Germany,Home
179421,Lisa,Thomas,lisa.thomas494@example.com,2022-06-21,349.66,Australia,Electronics
651866,Sarah,Garcia,sarah.garcia718@example.com,2025-07-04,326.61,United States,Beauty
470350,Anthony,Harris,anthony.harris88@example.com,2024-08-26,223.51,France,Home
452317,Emily,Martin,emily.martin161@example.com,2022-11-14,117.86,United States,Clothing
824359,Paul,Hernandez,paul.hernandez570@example.com,2024-10-01,337.41,Germany,Sports
304429,James,Sanchez,james.sanchez683@example.com,2022-11-06,386.21,United Kingdom,Books
285950,Joshua,Robinson,joshua.robinson229@example.com,2023-04-28,184.84,United States,Sports
652762,Michelle,Thomas,michelle.thomas107@example.com,2024-02-07,365.84,United States,Beauty
780440,Anthony,Martinez,anthony.martinez497@example.com,2022-11-17,211.16,Australia,Books
623068,Sarah,Wilson,sarah.wilson284@example.com,2025-10-16,186.37,United States,Books
258220,Kimberly,Davis,kimberly.davis106@example.com,2022-01-21,462.42,United States,Beauty
470590,Patricia,Taylor,patricia.taylor560@example.com,2022-04-11,467.97,Canada,Sports
875982,Karen,Clark,karen.clark959@example.com,2023-12-20,377.58,Australia,Home
669310,Linda,Lee,linda.lee13@example.com,2023-10-18,269.59,United States,Beauty
772923,Emily,Lewis,emily.lewis697@example.com,2024-05-11,248.38,Canada,Home
365959,Ashley,Wilson,ashley.wilson82@example.com,2025-04-19,113.95,United Kingdom,Books
674675,Margaret,Gonzalez,margaret.gonzalez199@example.com,2024-02-26,395.04,United States,Home
354003,Joseph,Davis,joseph.davis308@example.com,2024-06-28,226.92,Australia,Sports
339988,Richard,Thomas,richard.thomas592@example.com,2022-10-30,86.55,Germany,Books
551311,David,Taylor,david.taylor118@example.com,2025-06-15,463.19,United States,Clothing
329194,Ashley,Martinez,ashley.martinez212@example.com,2025-01-30,444.17,Canada,Home
428437,Patricia,Hernandez,patricia.hernandez987@example.com,2022-12-04,66.5,United States,Home
764162,James,Rodriguez,james.rodriguez485@example.com,2022-09-25,378.26,United States,Sports
772761,Andrew,Wilson,andrew.wilson168@example.com,2025-05-03,47.26,United States,Beauty
610459,Mark,Davis,mark.davis994@example.com,2024-04-19,195.05,United Kingdom,Books
432486,Donna,Brown,donna.brown622@example.com,2025-02-14,55.64,Australia,Sports
855704,Joseph,Gonzalez,joseph.gonzalez447@example.com,2024-01-18,110.44,Canada,Beauty
652760,Daniel,Taylor,daniel.taylor462@example.com,2023-09-06,257.92,United Kingdom,Books
463179,Lisa,Anderson,lisa.anderson120@example.com,2023-05-17,65.48,United Kingdom,Beauty
365463,Thomas,Rodriguez,thomas.rodriguez982@example.com,2025-05-15,467.03,United States,Sports
354969,Andrew,Hernandez,andrew.hernandez186@example.com,2023-11-26,244.66,Canada,Sports
391155,Jessica,Anderson,jessica.anderson656@example.com,2022-11-20,48.89,United States,Home
640240,Sandra,Anderson,sandra.anderson379@example.com,2024-02-25,452.21,United States,Beauty
185336,Emily,Harris,emily.harris577@example.com,2024-11-29,239.85,United States,Beauty
801301,Paul,Ramirez,paul.ramirez997@example.com,2023-03-29,72.15,United States,Beauty
142457,Mary,Robinson,mary.robinson62@example.com,2023-10-25,298.71,United States,Home
875357,Linda,Anderson,linda.anderson236@example.com,2024-02-17,167.82,United States,Electronics
438186,Andrew,Williams,andrew.williams586@example.com,2023-04-04,145.85,France,Home
528605,William,Ramirez,william.ramirez674@example.com,2024-08-19,60.54,United States,Beauty
345673,Jessica,Lewis,jessica.lewis933@example.com,2022-04-24,389.64,Germany,Home
348245,Richard,Lopez,richard.lopez899@example.com,2023-02-03,439.62,United States,Sports
429010,Donna,Perez,donna.perez555@example.com,2022-02-11,289.46,France,Clothing
628240,Barbara,White,barbara.white721@example.com,2022-09-03,301.26,France,Beauty
613893,Emily,Thomas,emily.thomas783@example.com,2025-07-12,169.36,Canada,Books
678845,Elizabeth,Harris,elizabeth.harris719@example.com,2024-09-02,492.27,Canada,Sports
359575,Patricia,Jackson,patricia.jackson955@example.com,2024-08-18,233.27,United Kingdom,Beauty
859939,Jessica,Ramirez,jessica.ramirez448@example.com,2024-02-28,211.84,United Kingdom,Books
697041,Ashley,Taylor,ashley.taylor830@example.com,2023-10-30,465.67,France,Electronics
819446,Charles,Rodriguez,charles.rodriguez373@example.com,2025-09-17,32.72,Australia,Beauty
519147,David,Martin,david.martin917@example.com,2022-02-25,346.27,United States,Sports
741889,Joseph,Thompson,joseph.thompson187@example.com,2025-11-13,475.29,Canada,Clothing
570432,Kimberly,Garcia,kimberly.garcia354@example.com,2023-08-17,199.05,United States,Beauty
419070,Jennifer,White,jennifer.white360@example.com,2024-05-21,254.94,United States,Sports
435007,Susan,Jackson,susan.jackson565@example.com,2024-06-24,90.65,Germany,Home
680508,Jennifer,Thompson,jennifer.thompson901@example.com,2025-04-23,395.4,Germany,Sports
803170,John,Taylor,john.taylor688@example.com,2024-10-22,159.04,Canada,Books
430745,Richard,Thompson,richard.thompson564@example.com,2022-01-05,188.64,Australia,Home
748636,Donald,Jones,donald.jones448@example.com,2024-12-04,116.29,United Kingdom,Home
134851,Sandra,White,sandra.white715@example.com,2022-02-19,181.11,Germany,Electronics
528601,Joshua,Wilson,joshua.wilson460@example.com,2023-01-08,41.76,United States,Electronics
432998,Matthew,Moore,matthew.moore249@example.com,2025-02-06,230.45,United States,Clothing
606991,Kimberly,Robinson,kimberly.robinson342@example.com,2023-04-05,230.4,Germany,Beauty
908354,Elizabeth,Brown,elizabeth.brown296@example.com,2025-03-20,93.62,United States,Sports
208448,Donald,Davis,donald.davis3@example.com,2024-05-22,347.36,United Kingdom,Beauty
490048,Kimberly,Miller,kimberly.miller35@example.com,2024-04-15,284.04,Australia,Beauty
314107,Margaret,Harris,margaret.harris956@example.com,2024-11-22,465.14,Canada,Clothing
308615,Paul,Gonzalez,paul.gonzalez436@example.com,2023-11-20,336.69,United States,Sports
597867,Donald,Lopez,donald.lopez957@example.com,2023-12-18,286.42,Canada,Clothing
870717,Christopher,Martinez,christopher.martinez103@example.com,2022-01-07,166.04,Australia,Books
801590,Mark,Thomas,mark.thomas922@example.com,2025-09-11,74.11,France,Home
140998,Barbara,Hernandez,barbara.hernandez705@example.com,2024-12-27,328.98,Australia,Beauty
167834,Mary,Lee,mary.lee554@example.com,2023-10-18,404.9,United Kingdom,Clothing
321490,Nancy,Thomas,nancy.thomas516@example.com,2023-08-21,380.48,Germany,Books
256215,John,Taylor,john.taylor22@example.com,2022-11-10,151.18,United States,Home
189807,Lisa,Johnson,lisa.johnson809@example.com,2024-08-14,370.22,France,Home
708020,Jessica,Brown,jessica.brown416@example.com,2024-02-16,16.75,Australia,Sports
903761,Linda,Williams,linda.williams352@example.com,2025-07-24,189.69,United States,Sports
193671,Joseph,Lee,joseph.lee292@example.com,2022-02-04,355.27,Canada,Books
473601,John,Johnson,john.johnson43@example.com,2023-10-01,174.5,United States,Books
680628,Donna,Jones,donna.jones134@example.com,2025-07-06,244,Canada,Beauty
753231,John,Robinson,john.robinson667@example.com,2024-02-27,161.98,Germany,Beauty
353751,Nancy,Wilson,nancy.wilson665@example.com,2023-12-15,372.16,Germany,Books
964438,Steven,Johnson,steven.johnson943@example.com,2025-10-20,120.38,Australia,Clothing
689742,Susan,Gonzalez,susan.gonzalez300@example.com,2024-09-24,78.65,United States,Home
441004,Steven,Robinson,steven.robinson762@example.com,2022-07-19,247.41,United Kingdom,Clothing
347162,Daniel,Williams,daniel.williams802@example.com,2023-08-31,436.88,Australia,Home
385366,Michelle,Lee,michelle.lee850@example.com,2025-12-25,209.42,Australia,Books
736976,John,Harris,john.harris42@example.com,2022-03-13,137.33,United States,Books
675430,Mary,Rodriguez,mary.rodriguez719@example.com,2025-01-31,435.21,United Kingdom,Books
537380,Ashley,Lee,ashley.lee170@example.com,2023-10-10,61.2,United States,Beauty
494767,Linda,White,linda.white449@example.com,2022-04-15,286.67,Canada,Sports
320994,Robert,Thomas,robert.thomas845@example.com,2022-01-29,476.68,Canada,Electronics
517333,Anthony,Moore,anthony.moore933@example.com,2025-02-22,60.3,France,Clothing
999605,Paul,Martinez,paul.martinez389@example.com,2025-05-19,63.21,United States,Electronics
482556,Patricia,Brown,patricia.brown391@example.com,2023-06-01,169.5,France,Sports
260919,Lisa,Anderson,lisa.anderson238@example.com,2022-08-17,85.85,United States,Sports
213251,William,Anderson,william.anderson413@example.com,2025-04-30,255.28,United States,Clothing
924843,Donna,Lopez,donna.lopez951@example.com,2024-10-17,397.97,United Kingdom,Home
612001,Sarah,Lopez,sarah.lopez39@example.com,2025-02-11,39.36,United Kingdom,Beauty
746861,Mark,Brown,mark.brown478@example.com,2023-04-20,329.49,United States,Home
911604,Ashley,Brown,ashley.brown956@example.com,2024-05-18,28.04,United States,Sports
967149,Jennifer,Rodriguez,jennifer.rodriguez855@example.com,2023-06-02,229.42,France,Home
138683,Thomas,Rodriguez,thomas.rodriguez785@example.com,2022-08-03,191.29,Canada,Home
461760,Steven,White,steven.white649@example.com,2022-10-21,303.8,Germany,Books
725023,Charles,White,charles.white378@example.com,2023-06-11,52.29,Australia,Beauty
936933,Linda,Clark,linda.clark225@example.com,2024-08-06,283.28,United States,Beauty
608670,Margaret,Jones,margaret.jones22@example.com,2025-05-19,102.78,United Kingdom,Clothing
565823,Jessica,Martin,jessica.martin402@example.com,2023-10-29,370.61,United States,Clothing
956426,Donald,Perez,donald.perez427@example.com,2022-01-05,355.47,Canada,Books
808704,Linda,Martinez,linda.martinez448@example.com,2023-06-20,423.98,France,Electronics
935460,David,Wilson,david.wilson711@example.com,2022-09-11,103.26,United States,Clothing
441363,Daniel,Hernandez,daniel.hernandez395@example.com,2022-06-26,282.92,United States,Sports
854840,Elizabeth,Clark,elizabeth.clark91@example.com,2023-03-02,271.35,France,Books
477576,Daniel,Williams,daniel.williams863@example.com,2022-01-19,292.06,United States,Clothing
758956,Lisa,Harris,lisa.harris145@example.com,2024-09-12,176.24,United States,Beauty
627767,Patricia,Taylor,patricia.taylor927@example.com,2023-07-15,327.14,United Kingdom,Clothing
830987,James,Anderson,james.anderson161@example.com,2024-08-22,45.19,United States,Clothing
421758,John,Thompson,john.thompson680@example.com,2023-01-13,331.72,United States,Beauty
210436,Jessica,Jones,jessica.jones417@example.com,2024-08-20,87.6,United States,Clothing
529314,William,Anderson,william.anderson458@example.com,2024-05-29,225.09,Canada,Beauty
452052,Steven,Sanchez,steven.sanchez521@example.com,2022-09-11,294.51,Germany,Sports
663534,Mark,Lee,mark.lee724@example.com,2024-07-26,378.76,United Kingdom,Clothing
703117,Charles,Rodriguez,charles.rodriguez622@example.com,2025-06-04,105,United States,Sports
612736,Daniel,Lee,daniel.lee907@example.com,2024-10-10,86.92,Germany,Books
886710,Betty,Wilson,betty.wilson517@example.com,2023-06-18,357.57,United Kingdom,Electronics
820104,Nancy,Davis,nancy.davis415@example.com,2025-08-22,217.12,Canada,Beauty
319401,Barbara,Johnson,barbara.johnson196@example.com,2022-06-04,204.45,France,Books
914781,Susan,Ramirez,susan.ramirez110@example.com,2024-09-17,230.59,United States,Clothing
417096,John,Robinson,john.robinson213@example.com,2025-02-09,343.49,United States,Clothing
206754,Christopher,Sanchez,christopher.sanchez997@example.com,2025-09-23,471.28,Australia,Beauty
116487,Michael,Gonzalez,michael.gonzalez413@example.com,2023-07-27,274.87,United States,Clothing
543940,William,Moore,william.moore60@example.com,2022-09-02,436.94,United States,Beauty
977185,Michelle,Lee,michelle.lee895@example.com,2024-01-19,477.97,United States,Home
389439,Jessica,Jackson,jessica.jackson496@example.com,2025-01-19,455.45,United States,Clothing
372724,Jennifer,Ramirez,jennifer.ramirez326@example.com,2025-04-02,403.7,United States,Sports
912541,Margaret,Smith,margaret.smith513@example.com,2024-05-10,424.56,United States,Sports
470374,Patricia,Martinez,patricia.martinez407@example.com,2022-03-19,475.78,Canada,Books
283070,Elizabeth,Martinez,elizabeth.martinez884@example.com,2024-10-09,280.58,United Kingdom,Clothing
